ID,城市编号,城市,城市经理编号,城市经理,产品编号,日期,销量,识别码
1856,C067,郑州市,C-067,王郑州,P001,2018/2/12,28,P001C-067
1857,C041,徐州市,C-041,孙徐州,P001,2018/2/12,93,P001C-041
1858,C031,三明市,C-031,周三明,P001,2018/2/12,25,P001C-031
1859,C050,南宁市,C-050,王南宁,P001,2018/2/12,1,P001C-050
1860,C025,六安市,C-025,王六安,P001,2018/2/12,9,P001C-025
1861,C073,昆明市,C-075,李昆明,P001,2018/2/12,36,P001C-075
1865,C032,厦门市,C-032,吴厦门,P001,2018/2/12,13,P001C-032
1867,C028,南通市,C-028,王南通,P001,2018/2/12,45,P001C-028
1868,C061,武汉市,C-061,叶武汉,P001,2018/2/12,2,P001C-061
1870,C042,盐城市,C-042,张盐城,P001,2018/2/12,86,P001C-042
1872,C069,兰州市,C-069,李兰州,P001,2018/2/12,48,P001C-069
1873,C072,贵阳市,C-074,赵贵阳,P001,2018/2/12,22,P001C-074
1874,C022,淮安市,C-022,赵淮安,P001,2018/2/12,45,P001C-022
1875,C011,晋中市,C-011,赵晋中,P001,2018/2/12,56,P001C-011
1876,C038,温州市,C-038,周温州,P001,2018/2/12,15,P001C-038
1877,C039,无锡市,C-039,吴无锡,P001,2018/2/12,38,P001C-039
1879,C027,南京市,C-027,李南京,P001,2018/2/13,56,P001C-027
1881,C055,衡阳市,C-055,吴衡阳,P001,2018/2/13,15,P001C-055
1882,C005,沧州市,C-005,周沧州,P001,2018/2/13,26,P001C-005
1884,C060,邵阳市,C-060,赵邵阳,P001,2018/2/14,36,P001C-060
1885,C067,郑州市,C-067,王郑州,P001,2018/2/14,13,P001C-067
1886,C035,苏州市,C-035,陈苏州,P001,2018/2/15,99,P001C-035
1887,C017,安庆市,C-017,郑安庆,P001,2018/2/15,13,P001C-017
1888,C007,赤峰市,C-007,孙赤峰,P001,2018/2/15,90,P001C-007
1889,C073,昆明市,C-075,李昆明,P001,2018/2/15,62,P001C-075
1890,C057,洛阳市,C-057,郑洛阳,P001,2018/2/15,80,P001C-057
1891,C036,台州市,C-036,孙台州,P001,2018/2/15,4,P001C-036
1892,C010,晋城市,C-010,王晋城,P001,2018/2/15,80,P001C-010
1894,C037,泰州市,C-037,李泰州,P001,2018/2/15,23,P001C-037
1896,C046,广州市,C-046,李广州,P001,2018/2/15,42,P001C-046
1897,C069,兰州市,C-069,李兰州,P001,2018/2/15,91,P001C-069
1899,C015,邢台市,C-015,李邢台,P001,2018/2/15,21,P001C-015
1901,C014,天津市,C-014,张天津,P001,2018/2/15,74,P001C-014
1905,C019,福州市,C-019,王福州,P001,2018/2/15,7,P001C-019
1906,C020,杭州市,C-020,张杭州,P001,2018/2/15,6,P001C-020
1907,C028,南通市,C-028,王南通,P001,2018/2/15,84,P001C-028
1909,C070,西安市,C-072,王西安,P001,2018/2/15,82,P001C-072
1910,C024,金华市,C-024,张金华,P001,2018/2/15,31,P001C-024
1911,C011,晋中市,C-011,赵晋中,P001,2018/2/15,81,P001C-011
1914,C028,南通市,C-028,王南通,P001,2018/2/16,94,P001C-028
1917,C048,惠州市,C-048,孙惠州,P001,2018/2/16,12,P001C-048
1919,C071,成都市,C-073,陈成都,P001,2018/2/16,71,P001C-073
1922,C065,宜昌市,C-065,吴宜昌,P001,2018/2/16,68,P001C-065
1924,C050,南宁市,C-050,王南宁,P001,2018/2/16,32,P001C-050
1925,C073,昆明市,C-075,李昆明,P001,2018/2/16,85,P001C-075
1928,C027,南京市,C-027,李南京,P001,2018/2/16,38,P001C-027
1930,C066,岳阳市,C-066,李岳阳,P001,2018/2/16,34,P001C-066
1932,C018,常州市,C-018,张常州,P001,2018/2/16,85,P001C-018
1934,C053,抚州市,C-053,周抚州,P001,2018/2/16,76,P001C-053
1935,C027,南京市,C-027,李南京,P001,2018/2/16,66,P001C-027
1936,C067,郑州市,C-067,王郑州,P001,2018/2/16,42,P001C-067
1938,C033,上海市,C-033,王上海,P001,2018/2/16,5,P001C-033
1939,C050,南宁市,C-050,王南宁,P001,2018/2/16,75,P001C-050
1940,C013,临汾市,C-013,王临汾,P001,2018/2/16,80,P001C-013
1941,C025,六安市,C-025,王六安,P001,2018/2/16,20,P001C-025
1942,C073,昆明市,C-075,李昆明,P001,2018/2/16,19,P001C-075
1944,C005,沧州市,C-005,周沧州,P001,2018/2/16,40,P001C-005
1945,C043,扬州市,C-043,刘扬州,P001,2018/2/16,34,P001C-043
1949,C061,武汉市,C-061,叶武汉,P001,2018/2/16,27,P001C-061
1951,C018,常州市,C-018,张常州,P001,2018/2/16,15,P001C-018
1952,C042,盐城市,C-042,张盐城,P001,2018/2/16,41,P001C-042
1953,C072,贵阳市,C-074,赵贵阳,P001,2018/2/16,44,P001C-074
1954,C022,淮安市,C-022,赵淮安,P001,2018/2/16,1,P001C-022
1956,C002,长春市,C-002,赵长春,P001,2018/2/16,33,P001C-002
1957,C040,宿迁市,C-040,李宿迁,P001,2018/2/16,78,P001C-040
1958,C039,无锡市,C-039,吴无锡,P001,2018/2/16,71,P001C-039
1959,C035,苏州市,C-035,陈苏州,P001,2018/2/17,24,P001C-035
1960,C017,安庆市,C-017,郑安庆,P001,2018/2/17,45,P001C-017
1962,C063,信阳市,C-063,陈信阳,P001,2018/2/17,19,P001C-063
1964,C007,赤峰市,C-007,孙赤峰,P001,2018/2/17,36,P001C-007
1965,C043,扬州市,C-043,刘扬州,P001,2018/2/17,10,P001C-043
1967,C073,昆明市,C-075,李昆明,P001,2018/2/17,55,P001C-075
1968,C056,开封市,C-056,王开封,P001,2018/2/17,68,P001C-056
1969,C071,成都市,C-073,陈成都,P001,2018/2/17,29,P001C-073
1970,C036,台州市,C-036,孙台州,P001,2018/2/17,78,P001C-036
1972,C010,晋城市,C-010,王晋城,P001,2018/2/17,81,P001C-010
1974,C037,泰州市,C-037,李泰州,P001,2018/2/17,17,P001C-037
1975,C046,广州市,C-046,李广州,P001,2018/2/17,39,P001C-046
1976,C006,承德市,C-006,李承德,P001,2018/2/17,34,P001C-006
1977,C069,兰州市,C-069,李兰州,P001,2018/2/17,2,P001C-069
1978,C015,邢台市,C-015,李邢台,P001,2018/2/17,29,P001C-015
1979,C016,运城市,C-016,刘运城,P001,2018/2/17,63,P001C-016
1980,C041,徐州市,C-041,孙徐州,P001,2018/2/17,20,P001C-041
1982,C031,三明市,C-031,周三明,P001,2018/2/17,31,P001C-031
1983,C012,廊坊市,C-012,王廊坊,P001,2018/2/17,19,P001C-012
1987,C009,邯郸市,C-009,周邯郸,P001,2018/2/17,20,P001C-009
1988,C019,福州市,C-019,王福州,P001,2018/2/17,35,P001C-019
1989,C020,杭州市,C-020,张杭州,P001,2018/2/17,46,P001C-020
1990,C028,南通市,C-028,王南通,P001,2018/2/17,71,P001C-028
1992,C070,西安市,C-072,王西安,P001,2018/2/17,16,P001C-072
1993,C011,晋中市,C-011,赵晋中,P001,2018/2/17,10,P001C-011
1994,C038,温州市,C-038,周温州,P001,2018/2/17,61,P001C-038
1996,C008,大同市,C-008,吴大同,P001,2018/2/18,48,P001C-008
1998,C051,中山市,C-051,张中山,P001,2018/2/18,13,P001C-051
2003,C072,贵阳市,C-074,赵贵阳,P001,2018/2/18,29,P001C-074
2004,C071,成都市,C-073,陈成都,P001,2018/2/18,49,P001C-073
2005,C057,洛阳市,C-057,郑洛阳,P001,2018/2/18,23,P001C-057
2008,C033,上海市,C-033,王上海,P001,2018/2/18,11,P001C-033
2009,C073,昆明市,C-075,李昆明,P001,2018/2/18,91,P001C-075
2012,C027,南京市,C-027,李南京,P001,2018/2/18,23,P001C-027
2015,C018,常州市,C-018,张常州,P001,2018/2/18,75,P001C-018
2017,C014,天津市,C-014,张天津,P001,2018/2/18,35,P001C-014
2018,C067,郑州市,C-067,王郑州,P001,2018/2/18,79,P001C-067
2020,C050,南宁市,C-050,王南宁,P001,2018/2/18,41,P001C-050
2023,C025,六安市,C-025,王六安,P001,2018/2/18,66,P001C-025
2024,C073,昆明市,C-075,李昆明,P001,2018/2/18,0,P001C-075
2026,C005,沧州市,C-005,周沧州,P001,2018/2/18,61,P001C-005
2028,C061,武汉市,C-061,叶武汉,P001,2018/2/18,79,P001C-061
2030,C019,福州市,C-019,王福州,P001,2018/2/18,20,P001C-019
2032,C072,贵阳市,C-074,赵贵阳,P001,2018/2/18,9,P001C-074
2033,C022,淮安市,C-022,赵淮安,P001,2018/2/18,14,P001C-022
2035,C039,无锡市,C-039,吴无锡,P001,2018/2/18,3,P001C-039
2037,C028,南通市,C-028,王南通,P001,2018/2/19,21,P001C-028
2038,C035,苏州市,C-035,陈苏州,P001,2018/2/19,25,P001C-035
2039,C063,信阳市,C-063,陈信阳,P001,2018/2/19,1,P001C-063
2041,C073,昆明市,C-075,李昆明,P001,2018/2/19,16,P001C-075
2043,C065,宜昌市,C-065,吴宜昌,P001,2018/2/19,27,P001C-065
2044,C054,赣州市,C-054,孙赣州,P001,2018/2/19,1,P001C-054
2045,C010,晋城市,C-010,王晋城,P001,2018/2/19,12,P001C-010
2047,C037,泰州市,C-037,李泰州,P001,2018/2/19,28,P001C-037
2048,C046,广州市,C-046,李广州,P001,2018/2/19,19,P001C-046
2049,C006,承德市,C-006,李承德,P001,2018/2/19,12,P001C-006
2051,C015,邢台市,C-015,李邢台,P001,2018/2/19,5,P001C-015
2053,C068,株洲市,C-068,孙株洲,P001,2018/2/19,26,P001C-068
2055,C013,临汾市,C-013,王临汾,P001,2018/2/19,24,P001C-013
2057,C044,漳州市,C-044,吴漳州,P001,2018/2/19,14,P001C-044
2059,C019,福州市,C-019,王福州,P001,2018/2/19,1,P001C-019
2062,C020,杭州市,C-020,张杭州,P001,2018/2/19,8,P001C-020
2063,C028,南通市,C-028,王南通,P001,2018/2/19,0,P001C-028
2066,C070,西安市,C-072,王西安,P001,2018/2/19,27,P001C-072
2067,C018,常州市,C-018,张常州,P001,2018/2/19,7,P001C-018
2068,C042,盐城市,C-042,张盐城,P001,2018/2/19,14,P001C-042
2070,C040,宿迁市,C-040,李宿迁,P001,2018/2/19,20,P001C-040
2071,C023,嘉兴市,C-023,郑嘉兴,P001,2018/2/19,18,P001C-023
2074,C017,安庆市,C-017,郑安庆,P001,2018/2/20,12,P001C-017
2075,C057,洛阳市,C-057,郑洛阳,P001,2018/2/20,26,P001C-057
2077,C027,南京市,C-027,李南京,P001,2018/2/20,0,P001C-027
2078,C067,郑州市,C-067,王郑州,P001,2018/2/20,20,P001C-067
2079,C041,徐州市,C-041,孙徐州,P001,2018/2/20,10,P001C-041
2080,C050,南宁市,C-050,王南宁,P001,2018/2/20,22,P001C-050
2081,C005,沧州市,C-005,周沧州,P001,2018/2/20,20,P001C-005
2084,C050,南宁市,C-050,王南宁,P001,2018/2/21,4,P001C-050
2086,C008,大同市,C-008,吴大同,P001,2018/2/22,11,P001C-008
2090,C007,赤峰市,C-007,孙赤峰,P001,2018/2/22,19,P001C-007
2091,C043,扬州市,C-043,刘扬州,P001,2018/2/22,20,P001C-043
2092,C073,昆明市,C-075,李昆明,P001,2018/2/22,13,P001C-075
2094,C072,贵阳市,C-074,赵贵阳,P001,2018/2/22,27,P001C-074
2095,C071,成都市,C-073,陈成都,P001,2018/2/22,23,P001C-073
2096,C073,昆明市,C-075,李昆明,P001,2018/2/22,3,P001C-075
2097,C036,台州市,C-036,孙台州,P001,2018/2/22,7,P001C-036
2098,C010,晋城市,C-010,王晋城,P001,2018/2/22,27,P001C-010
2102,C069,兰州市,C-069,李兰州,P001,2018/2/22,17,P001C-069
2103,C018,常州市,C-018,张常州,P001,2018/2/22,3,P001C-018
2104,C016,运城市,C-016,刘运城,P001,2018/2/22,25,P001C-016
2105,C067,郑州市,C-067,王郑州,P001,2018/2/22,27,P001C-067
2107,C033,上海市,C-033,王上海,P001,2018/2/22,10,P001C-033
2109,C013,临汾市,C-013,王临汾,P001,2018/2/22,14,P001C-013
2110,C025,六安市,C-025,王六安,P001,2018/2/22,8,P001C-025
2111,C073,昆明市,C-075,李昆明,P001,2018/2/22,0,P001C-075
2112,C032,厦门市,C-032,吴厦门,P001,2018/2/22,4,P001C-032
2114,C043,扬州市,C-043,刘扬州,P001,2018/2/22,11,P001C-043
2116,C061,武汉市,C-061,叶武汉,P001,2018/2/22,25,P001C-061
2117,C024,金华市,C-024,张金华,P001,2018/2/22,11,P001C-024
2118,C072,贵阳市,C-074,赵贵阳,P001,2018/2/22,12,P001C-074
2119,C022,淮安市,C-022,赵淮安,P001,2018/2/22,29,P001C-022
2120,C002,长春市,C-002,赵长春,P001,2018/2/22,18,P001C-002
2121,C011,晋中市,C-011,赵晋中,P001,2018/2/22,4,P001C-011
2123,C038,温州市,C-038,周温州,P001,2018/2/22,24,P001C-038
2124,C039,无锡市,C-039,吴无锡,P001,2018/2/22,15,P001C-039
2126,C035,苏州市,C-035,陈苏州,P001,2018/2/23,28,P001C-035
2127,C017,安庆市,C-017,郑安庆,P001,2018/2/23,13,P001C-017
2129,C063,信阳市,C-063,陈信阳,P001,2018/2/23,14,P001C-063
2130,C048,惠州市,C-048,孙惠州,P001,2018/2/23,8,P001C-048
2131,C056,开封市,C-056,王开封,P001,2018/2/23,0,P001C-056
2133,C057,洛阳市,C-057,郑洛阳,P001,2018/2/23,10,P001C-057
2136,C033,上海市,C-033,王上海,P001,2018/2/23,4,P001C-033
2138,C027,南京市,C-027,李南京,P001,2018/2/23,24,P001C-027
2139,C037,泰州市,C-037,李泰州,P001,2018/2/23,4,P001C-037
2140,C046,广州市,C-046,李广州,P001,2018/2/23,10,P001C-046
2142,C014,天津市,C-014,张天津,P001,2018/2/23,4,P001C-014
2145,C041,徐州市,C-041,孙徐州,P001,2018/2/23,14,P001C-041
2146,C050,南宁市,C-050,王南宁,P001,2018/2/23,16,P001C-050
2147,C064,许昌市,C-064,王许昌,P001,2018/2/23,11,P001C-064
2150,C005,沧州市,C-005,周沧州,P001,2018/2/23,11,P001C-005
2154,C009,邯郸市,C-009,周邯郸,P001,2018/2/23,19,P001C-009
2157,C020,杭州市,C-020,张杭州,P001,2018/2/23,29,P001C-020
2158,C028,南通市,C-028,王南通,P001,2018/2/23,28,P001C-028
2161,C070,西安市,C-072,王西安,P001,2018/2/23,24,P001C-072
2163,C042,盐城市,C-042,张盐城,P001,2018/2/23,17,P001C-042
2167,C028,南通市,C-028,王南通,P001,2018/2/24,10,P001C-028
2168,C051,中山市,C-051,张中山,P001,2018/2/24,15,P001C-051
2170,C043,扬州市,C-043,刘扬州,P001,2018/2/24,24,P001C-043
2171,C073,昆明市,C-075,李昆明,P001,2018/2/24,21,P001C-075
2173,C071,成都市,C-073,陈成都,P001,2018/2/24,19,P001C-073
2175,C065,宜昌市,C-065,吴宜昌,P001,2018/2/24,18,P001C-065
2176,C054,赣州市,C-054,孙赣州,P001,2018/2/24,29,P001C-054
2177,C073,昆明市,C-075,李昆明,P001,2018/2/24,1,P001C-075
2182,C018,常州市,C-018,张常州,P001,2018/2/24,23,P001C-018
2184,C016,运城市,C-016,刘运城,P001,2018/2/24,29,P001C-016
2186,C067,郑州市,C-067,王郑州,P001,2018/2/24,23,P001C-067
2187,C068,株洲市,C-068,孙株洲,P001,2018/2/24,6,P001C-068
2189,C013,临汾市,C-013,王临汾,P001,2018/2/24,11,P001C-013
2190,C025,六安市,C-025,王六安,P001,2018/2/24,12,P001C-025
2191,C073,昆明市,C-075,李昆明,P001,2018/2/24,0,P001C-075
2193,C043,扬州市,C-043,刘扬州,P001,2018/2/24,29,P001C-043
2195,C061,武汉市,C-061,叶武汉,P001,2018/2/24,22,P001C-061
2196,C072,贵阳市,C-074,赵贵阳,P001,2018/2/24,5,P001C-074
2199,C039,无锡市,C-039,吴无锡,P001,2018/2/24,29,P001C-039
2202,C035,苏州市,C-035,陈苏州,P001,2018/2/25,29,P001C-035
2204,C017,安庆市,C-017,郑安庆,P001,2018/2/25,3,P001C-017
2207,C007,赤峰市,C-007,孙赤峰,P001,2018/2/25,14,P001C-007
2209,C056,开封市,C-056,王开封,P001,2018/2/25,26,P001C-056
2210,C057,洛阳市,C-057,郑洛阳,P001,2018/2/25,14,P001C-057
2211,C027,南京市,C-027,李南京,P001,2018/2/25,23,P001C-027
2212,C037,泰州市,C-037,李泰州,P001,2018/2/25,10,P001C-037
2213,C046,广州市,C-046,李广州,P001,2018/2/25,15,P001C-046
2215,C050,南宁市,C-050,王南宁,P001,2018/2/25,27,P001C-050
2217,C005,沧州市,C-005,周沧州,P001,2018/2/25,18,P001C-005
2219,C032,厦门市,C-032,吴厦门,P001,2018/2/25,20,P001C-032
2220,C009,邯郸市,C-009,周邯郸,P001,2018/2/25,18,P001C-009
2222,C020,杭州市,C-020,张杭州,P001,2018/2/25,17,P001C-020
2224,C070,西安市,C-072,王西安,P001,2018/2/25,12,P001C-072
2226,C042,盐城市,C-042,张盐城,P001,2018/2/25,19,P001C-042
2228,C022,淮安市,C-022,赵淮安,P001,2018/2/25,14,P001C-022
2229,C011,晋中市,C-011,赵晋中,P001,2018/2/25,9,P001C-011
2230,C040,宿迁市,C-040,李宿迁,P001,2018/2/25,6,P001C-040
2232,C023,嘉兴市,C-023,郑嘉兴,P001,2018/2/25,26,P001C-023
1,C008,大同市,C-008,吴大同,P003,2018/2/1,2,P003C-008
2,C035,苏州市,C-035,陈苏州,P003,2018/2/1,81,P003C-035
3,C063,信阳市,C-063,陈信阳,P003,2018/2/1,43,P003C-063
6,C057,洛阳市,C-057,郑洛阳,P003,2018/2/1,10,P003C-057
7,C065,宜昌市,C-065,吴宜昌,P003,2018/2/1,87,P003C-065
8,C073,昆明市,C-075,李昆明,P003,2018/2/1,20,P003C-075
10,C027,南京市,C-027,李南京,P003,2018/2/1,19,P003C-027
12,C037,泰州市,C-037,李泰州,P003,2018/2/2,26,P003C-037
14,C046,广州市,C-046,李广州,P003,2018/2/2,12,P003C-046
15,C016,运城市,C-016,刘运城,P003,2018/2/2,76,P003C-016
16,C067,郑州市,C-067,王郑州,P003,2018/2/2,21,P003C-067
18,C050,南宁市,C-050,王南宁,P003,2018/2/2,11,P003C-050
19,C064,许昌市,C-064,王许昌,P003,2018/2/2,11,P003C-064
21,C005,沧州市,C-005,周沧州,P003,2018/2/2,89,P003C-005
22,C019,福州市,C-019,王福州,P003,2018/2/2,32,P003C-019
23,C043,扬州市,C-043,刘扬州,P003,2018/2/2,25,P003C-043
26,C028,南通市,C-028,王南通,P003,2018/2/2,28,P003C-028
28,C070,西安市,C-072,王西安,P003,2018/2/2,79,P003C-072
29,C072,贵阳市,C-074,赵贵阳,P003,2018/2/2,70,P003C-074
30,C060,邵阳市,C-060,赵邵阳,P003,2018/2/3,96,P003C-060
34,C043,扬州市,C-043,刘扬州,P003,2018/2/3,72,P003C-043
35,C073,昆明市,C-075,李昆明,P003,2018/2/3,62,P003C-075
36,C071,成都市,C-073,陈成都,P003,2018/2/3,31,P003C-073
37,C036,台州市,C-036,孙台州,P003,2018/2/3,16,P003C-036
39,C066,岳阳市,C-066,李岳阳,P003,2018/2/3,1,P003C-066
40,C018,常州市,C-018,张常州,P003,2018/2/3,82,P003C-018
42,C014,天津市,C-014,张天津,P003,2018/2/3,45,P003C-014
43,C027,南京市,C-027,李南京,P003,2018/2/3,69,P003C-027
44,C068,株洲市,C-068,孙株洲,P003,2018/2/3,2,P003C-068
45,C041,徐州市,C-041,孙徐州,P003,2018/2/3,28,P003C-041
47,C033,上海市,C-033,王上海,P003,2018/2/3,62,P003C-033
48,C013,临汾市,C-013,王临汾,P003,2018/2/3,37,P003C-013
49,C025,六安市,C-025,王六安,P003,2018/2/3,61,P003C-025
51,C073,昆明市,C-075,李昆明,P003,2018/2/3,76,P003C-075
54,C020,杭州市,C-020,张杭州,P003,2018/2/3,1,P003C-020
55,C061,武汉市,C-061,叶武汉,P003,2018/2/3,7,P003C-061
56,C042,盐城市,C-042,张盐城,P003,2018/2/3,26,P003C-042
57,C040,宿迁市,C-040,李宿迁,P003,2018/2/3,40,P003C-040
58,C039,无锡市,C-039,吴无锡,P003,2018/2/3,38,P003C-039
59,C028,南通市,C-028,王南通,P003,2018/2/4,58,P003C-028
61,C035,苏州市,C-035,陈苏州,P003,2018/2/4,97,P003C-035
62,C017,安庆市,C-017,郑安庆,P003,2018/2/4,24,P003C-017
63,C063,信阳市,C-063,陈信阳,P003,2018/2/4,6,P003C-063
64,C048,惠州市,C-048,孙惠州,P003,2018/2/4,92,P003C-048
65,C007,赤峰市,C-007,孙赤峰,P003,2018/2/4,3,P003C-007
67,C050,南宁市,C-050,王南宁,P003,2018/2/4,79,P003C-050
68,C027,南京市,C-027,李南京,P003,2018/2/4,84,P003C-027
70,C037,泰州市,C-037,李泰州,P003,2018/2/4,42,P003C-037
71,C046,广州市,C-046,李广州,P003,2018/2/4,21,P003C-046
72,C006,承德市,C-006,李承德,P003,2018/2/4,57,P003C-006
75,C067,郑州市,C-067,王郑州,P003,2018/2/4,49,P003C-067
77,C050,南宁市,C-050,王南宁,P003,2018/2/4,19,P003C-050
79,C005,沧州市,C-005,周沧州,P003,2018/2/4,24,P003C-005
80,C043,扬州市,C-043,刘扬州,P003,2018/2/4,11,P003C-043
81,C028,南通市,C-028,王南通,P003,2018/2/4,46,P003C-028
84,C070,西安市,C-072,王西安,P003,2018/2/4,3,P003C-072
85,C024,金华市,C-024,张金华,P003,2018/2/4,26,P003C-024
86,C072,贵阳市,C-074,赵贵阳,P003,2018/2/4,22,P003C-074
87,C022,淮安市,C-022,赵淮安,P003,2018/2/4,65,P003C-022
88,C008,大同市,C-008,吴大同,P003,2018/2/5,11,P003C-008
91,C043,扬州市,C-043,刘扬州,P003,2018/2/5,46,P003C-043
92,C073,昆明市,C-075,李昆明,P003,2018/2/5,12,P003C-075
93,C072,贵阳市,C-074,赵贵阳,P003,2018/2/5,21,P003C-074
94,C071,成都市,C-073,陈成都,P003,2018/2/5,21,P003C-073
95,C065,宜昌市,C-065,吴宜昌,P003,2018/2/5,2,P003C-065
97,C069,兰州市,C-069,李兰州,P003,2018/2/5,46,P003C-069
98,C015,邢台市,C-015,李邢台,P003,2018/2/5,21,P003C-015
99,C016,运城市,C-016,刘运城,P003,2018/2/5,31,P003C-016
100,C053,抚州市,C-053,周抚州,P003,2018/2/5,35,P003C-053
101,C013,临汾市,C-013,王临汾,P003,2018/2/5,19,P003C-013
102,C073,昆明市,C-075,李昆明,P003,2018/2/5,33,P003C-075
103,C019,福州市,C-019,王福州,P003,2018/2/5,73,P003C-019
104,C020,杭州市,C-020,张杭州,P003,2018/2/5,33,P003C-020
105,C061,武汉市,C-061,叶武汉,P003,2018/2/5,49,P003C-061
107,C042,盐城市,C-042,张盐城,P003,2018/2/5,44,P003C-042
109,C002,长春市,C-002,赵长春,P003,2018/2/5,47,P003C-002
110,C038,温州市,C-038,周温州,P003,2018/2/5,11,P003C-038
111,C039,无锡市,C-039,吴无锡,P003,2018/2/5,9,P003C-039
112,C057,洛阳市,C-057,郑洛阳,P003,2018/2/6,70,P003C-057
113,C027,南京市,C-027,李南京,P003,2018/2/6,63,P003C-027
114,C067,郑州市,C-067,王郑州,P003,2018/2/6,58,P003C-067
116,C028,南通市,C-028,王南通,P003,2018/2/8,37,P003C-028
117,C051,中山市,C-051,张中山,P003,2018/2/8,44,P003C-051
118,C035,苏州市,C-035,陈苏州,P003,2018/2/8,74,P003C-035
119,C017,安庆市,C-017,郑安庆,P003,2018/2/8,25,P003C-017
120,C007,赤峰市,C-007,孙赤峰,P003,2018/2/8,21,P003C-007
124,C073,昆明市,C-075,李昆明,P003,2018/2/8,46,P003C-075
126,C027,南京市,C-027,李南京,P003,2018/2/8,81,P003C-027
128,C037,泰州市,C-037,李泰州,P003,2018/2/8,45,P003C-037
130,C006,承德市,C-006,李承德,P003,2018/2/8,49,P003C-006
131,C029,莆田市,C-029,李莆田,P003,2018/2/8,56,P003C-029
132,C018,常州市,C-018,张常州,P003,2018/2/8,53,P003C-018
133,C027,南京市,C-027,李南京,P003,2018/2/8,17,P003C-027
135,C067,郑州市,C-067,王郑州,P003,2018/2/8,4,P003C-067
136,C041,徐州市,C-041,孙徐州,P003,2018/2/8,13,P003C-041
137,C050,南宁市,C-050,王南宁,P003,2018/2/8,13,P003C-050
138,C013,临汾市,C-013,王临汾,P003,2018/2/8,23,P003C-013
139,C012,廊坊市,C-012,王廊坊,P003,2018/2/8,71,P003C-012
140,C025,六安市,C-025,王六安,P003,2018/2/8,71,P003C-025
147,C028,南通市,C-028,王南通,P003,2018/2/8,13,P003C-028
149,C070,西安市,C-072,王西安,P003,2018/2/8,96,P003C-072
151,C018,常州市,C-018,张常州,P003,2018/2/8,16,P003C-018
153,C072,贵阳市,C-074,赵贵阳,P003,2018/2/8,75,P003C-074
154,C023,嘉兴市,C-023,郑嘉兴,P003,2018/2/8,88,P003C-023
156,C008,大同市,C-008,吴大同,P003,2018/2/9,8,P003C-008
160,C063,信阳市,C-063,陈信阳,P003,2018/2/9,51,P003C-063
161,C043,扬州市,C-043,刘扬州,P003,2018/2/9,61,P003C-043
162,C073,昆明市,C-075,李昆明,P003,2018/2/9,99,P003C-075
163,C072,贵阳市,C-074,赵贵阳,P003,2018/2/9,36,P003C-074
164,C071,成都市,C-073,陈成都,P003,2018/2/9,42,P003C-073
165,C057,洛阳市,C-057,郑洛阳,P003,2018/2/9,65,P003C-057
166,C065,宜昌市,C-065,吴宜昌,P003,2018/2/9,11,P003C-065
167,C050,南宁市,C-050,王南宁,P003,2018/2/9,34,P003C-050
168,C054,赣州市,C-054,孙赣州,P003,2018/2/9,48,P003C-054
169,C010,晋城市,C-010,王晋城,P003,2018/2/9,5,P003C-010
170,C046,广州市,C-046,李广州,P003,2018/2/9,33,P003C-046
173,C062,孝感市,C-062,郑孝感,P003,2018/2/9,2,P003C-062
175,C073,昆明市,C-075,李昆明,P003,2018/2/9,31,P003C-075
176,C005,沧州市,C-005,周沧州,P003,2018/2/9,47,P003C-005
178,C019,福州市,C-019,王福州,P003,2018/2/9,52,P003C-019
179,C020,杭州市,C-020,张杭州,P003,2018/2/9,39,P003C-020
180,C052,郴州市,C-052,李郴州,P003,2018/2/9,53,P003C-052
181,C061,武汉市,C-061,叶武汉,P003,2018/2/9,67,P003C-061
182,C042,盐城市,C-042,张盐城,P003,2018/2/9,7,P003C-042
183,C069,兰州市,C-069,李兰州,P003,2018/2/9,4,P003C-069
185,C002,长春市,C-002,赵长春,P003,2018/2/9,66,P003C-002
186,C040,宿迁市,C-040,李宿迁,P003,2018/2/9,5,P003C-040
187,C039,无锡市,C-039,吴无锡,P003,2018/2/9,99,P003C-039
188,C028,南通市,C-028,王南通,P003,2018/2/10,54,P003C-028
189,C035,苏州市,C-035,陈苏州,P003,2018/2/10,34,P003C-035
190,C001,本溪市,C-001,王本溪,P003,2018/2/10,16,P003C-001
192,C007,赤峰市,C-007,孙赤峰,P003,2018/2/10,7,P003C-007
193,C071,成都市,C-073,陈成都,P003,2018/2/10,89,P003C-073
195,C027,南京市,C-027,李南京,P003,2018/2/10,35,P003C-027
197,C037,泰州市,C-037,李泰州,P003,2018/2/10,33,P003C-037
199,C066,岳阳市,C-066,李岳阳,P003,2018/2/10,21,P003C-066
200,C006,承德市,C-006,李承德,P003,2018/2/10,10,P003C-006
201,C069,兰州市,C-069,李兰州,P003,2018/2/10,34,P003C-069
202,C018,常州市,C-018,张常州,P003,2018/2/10,3,P003C-018
203,C014,天津市,C-014,张天津,P003,2018/2/10,33,P003C-014
204,C027,南京市,C-027,李南京,P003,2018/2/10,55,P003C-027
205,C067,郑州市,C-067,王郑州,P003,2018/2/10,68,P003C-067
207,C055,衡阳市,C-055,吴衡阳,P003,2018/2/10,61,P003C-055
208,C068,株洲市,C-068,孙株洲,P003,2018/2/10,58,P003C-068
